,sentence_id,source,target
215,1230993:2,Our server was very helpful and friendly.,Nuestro camarero fue muy servicial y amable.
216,1230993:3,I am bringing my whole family back next time.,La próxima vez traeré a toda mi familia.
217,1230993:4,The food was good too.,La comida fue buena tambien.
218,1232468:0,The tuna and wasabe potatoes are excellent.,El atún y las patatas con wasabi son excelentes.
219,1232468:1,The outdoor atmosphere of sitting on the sidewalk watching the world go by 50 feet away on 6th avenue on a cool evening was wonderful.,La atmósfera al aire libre de sentarse en la acera viendo el mundo pasar a 50 pies de distancia en 6th Avenue en una noche fresca fue maravillosa.
220,1232468:2,"Inside is a little cramped, but to be expected.","Por dentro es un poco estrecho, pero era de esperar."
221,1232468:3,Service was prompt and courteous.,El servicio fue rápido y cortés.
222,1232468:4,This was a repeat visit and we'll definitely be back again.,Esta fue una visita repetida y definitivamente volveremos.
223,1241906:0,"Great service, great food.","Gran servicio, buena comida."
224,1241906:1,Prices are in line.,Los precios están en línea.
225,1241906:2,"Compared to other shabu restaurants around town, this places wins hands-down.","En comparación con otros restaurantes de shabu en la ciudad, este lugar gana sin lugar a dudas."
226,1241906:3,But too far east!,¡Pero demasiado al este!
227,1253117:0,I live a block away and go to Patsy's frequently.,Vivo a una cuadra de distancia y voy con frecuencia a Patsy.
228,1253117:1,"The pizza is delicious - they use fresh mozzarella instead of the cheap, frozen, shredded cheese common to most pizzaria's.","La pizza es deliciosa: usan mozzarella fresca en lugar del queso barato, congelado y rallado común en la mayoría de las pizzerías."
229,1253117:2,"Two complaints- their appetizer selection stinks, it would be nice to get some mozzarella sticks on the menu.","Dos quejas: su selección de aperitivos apesta, sería bueno conseguir algunos palitos de mozzarella en el menú."
230,1253117:3,"Also, because it is so thin, it gets cold very quickly and its not that filling.","Además, debido a que es tan delgado, se enfría muy rápidamente y no es tan abundante."
231,1253117:4,So eat fast and order a lot.,Así que come rápido y pide mucho.
232,1253117:5,Wait staff is blantently unappreciative of your business but its the best pie on the UWS!,"Los camareros aprecian descaradamente su negocio, ¡pero es la mejor tarta del UWS!"
233,1256373:0,By far the best salad I have had in a fast food restaurant.,"De lejos, la mejor ensalada que he tenido en un restaurante de comida rápida."
234,1256373:1,fine dining restaurant quality.,calidad de restaurante de alta cocina.
235,1256373:2,Over 100 different choices to create your own.,Más de 100 opciones diferentes para crear las tuyas propias.
236,1256373:3,A must try!,¡Hay que probarlo!
237,1264954:0,"On a recent Sunday afternoon, a friend and I accidently found this great restaurant on our way to see the pulitzer prize winning play DOUBT.","Un domingo por la tarde reciente, un amigo y yo encontramos accidentalmente este gran restaurante en nuestro camino para ver al ganador del premio Pulitzer jugar DUDA."
238,1264954:1,"This was the perfect quiet, relaxing, and delicious accompaniment to our afternoon of theater.","Este fue el acompañamiento perfecto, tranquilo, relajante y delicioso para nuestra tarde de teatro."
239,1264954:2,"The chicken pot pie is excpetiona, the cheeseburger huge and delictable, and the service professional wan warm.","El pastel de pollo es excepcional, la hamburguesa con queso enorme y deliciosa, y el profesional de servicio es cálido."
240,1264954:3,"With so many poor experiences to be had in the theater district, is truly an excellent find!","Con tantas malas experiencias en el distrito de los teatros, ¡es realmente un hallazgo excelente!"
241,1264954:4,We will return many times for this oasis in mid-town.,Volveremos muchas veces por este oasis en el centro de la ciudad.
242,1269216:0,I grew up on these bagels.,Crecí con estos bagels.
243,1269216:1,The staff is no nonsense.,El personal no es una tontería.
244,1269216:2,The food options rule.,Las opciones de comida gobiernan.
245,1269216:3,When I lived upstate for a while I would buy freeze the bagels and they would still be better than any else.,"Cuando vivía en el norte del estado por un tiempo, compraba los bagels congelados y aún así serían mejores que cualquier otra cosa."
246,1269216:4,Worth visiting the 1st Ave spot because it is the original store.,Vale la pena visitar el lugar de 1st Ave porque es la tienda original.
247,1275154:0,I stumbled upon this second floor walk-up two Fridays ago when I was with two friends in town from L.A. ,Me topé con este segundo piso sin ascensor hace dos viernes cuando estaba con dos amigos en la ciudad de Los Ángeles.
248,1275154:1,"Being serious sushi lovers, we sat at the sushi bar to be closer to the action.","Siendo verdaderos amantes del sushi, nos sentamos en el bar de sushi para estar más cerca de la acción."
249,1275154:2,I asked the chef what he recommends and he asked me if I like Uni. (,Le pregunté al chef qué recomendaba y me preguntó si me gusta Uni. (
250,1275154:3,"For those of you who don't know, Uni is Sea Urchin in Japanese, which happens to be my favorite.) ","Para aquellos de ustedes que no saben, Uni es Sea Urchin en japonés, que resulta ser mi favorito)."
251,1275154:4,"He served me an Uni Hand roll, which I never had before, and let me tell you...IT WAS HEAVEN!","Me sirvió un rollo de Uni Hand, que nunca antes había comido, y déjame decirte ... ¡ERA EL CIELO!"
252,1275154:5,"Aside from the Sea Urchin, the chef recommended an assortment of fish including Fatty Yellow Tail, Boton Shrimp, Blue Fin Torro (Fatty Tuna), Sea Eel, etc.","Además del erizo de mar, el chef recomendó una variedad de pescados que incluyen cola amarilla grasa, camarón boton, torro de aleta azul (atún graso), anguila marina, etc."
253,1275154:6,The sake menu should not be overlooked!,¡El menú de sake no debe pasarse por alto!
254,1275154:7,"All in all, this midtown gem instantly became one of my favorite sushi restaurants in the city.","Con todo, esta joya del centro de la ciudad se convirtió instantáneamente en uno de mis restaurantes de sushi favoritos en la ciudad."
255,1275154:8,Try the lobster teriyaki and the rose special roll.,Prueba el teriyaki de langosta y el rollo especial de rosas.
256,1280166:0,We visited Orsay during NY Restaurant Week and tried their $35 menu.,Visitamos Orsay durante NY Restaurant Week y probamos su menú de $ 35.
257,1280166:1,"Service was very good - prompt, attentive and non-intrusive.","El servicio era muy bueno, rápido, atento y discreto."
258,1280166:2,"Food was very good as well, considering that we tried the budget selection (though I wish the pork belly that I ordered was roasted a bit longer, so that fat was more of a melt-in-your-mouth experience).","La comida también era muy buena, considerando que probamos la selección económica (aunque desearía que la panceta de cerdo que pedí estuviera asada un poco más, para que la grasa fuera más una experiencia que se derrite en la boca)."
259,1280166:3,Wine list selection is good and wine-by-the-glass was generously filled to the top.,La selección de la lista de vinos es buena y el vino por copa se llenó generosamente hasta la cima.
260,1280166:4,Traditional French decour was pleasant though the hall was rather noisy - the restaurant was full and we had to raise our voices to be able to maintain a conversation.,"La decoración tradicional francesa era agradable, aunque la sala era bastante ruidosa: el restaurante estaba lleno y tuvimos que levantar la voz para poder mantener una conversación."
261,1280179:0,"I've been to at Cafe Spice probably 5-8 times, it is probably still the best Indian restaurant around Union Square.","He estado en Cafe Spice probablemente 5-8 veces, probablemente sigue siendo el mejor restaurante indio de Union Square."
262,1280179:1,"To sum it up: Service varies from good to mediorce, depending on which waiter you get; generally it is just average Ok. ","En resumen: el servicio varía de bueno a mediano, según el camarero que contrate; en general, está bien normal."
263,1280179:2,"Seating is always prompt, though the restaurant does fill up in the evening.","Los asientos siempre son rápidos, aunque el restaurante se llena por la noche."
264,1280179:3,"Food is usually very good, though ocasionally I wondered about freshmess of raw vegatables in side orders.","La comida suele ser muy buena, aunque de vez en cuando me preguntaba sobre la frescura de las verduras crudas en las guarniciones."
265,1280179:4,"As many other reviewers noticed, your order is often slow to arrive - this is particularly true in the evening but is not a problem during lunch time.","Como han notado muchos otros críticos, su pedido suele tardar en llegar; esto es particularmente cierto por la noche, pero no es un problema durante el almuerzo."
266,1280179:5,"The decor is vibrant and eye-pleasing with several semi-private boths on the right side of the dining hall, which are great for a date.","La decoración es vibrante y agradable a la vista con varios semiprivados en el lado derecho del comedor, que son ideales para una cita."
267,1286916:0,I have NEVER been disappointed in the Red Eye.,NUNCA me ha decepcionado el Red Eye.
268,1286916:1,"The first time I went, and was completely taken by the live jazz band and atmosphere, I ordered the Lobster Cobb Salad.","La primera vez que fui, y me cautivó la banda de jazz en vivo y el ambiente, pedí la ensalada Lobster Cobb."
269,1286916:2,I've never ordered anything else from their menu...there's no need to.,Nunca he pedido nada más de su menú ... no es necesario.
