,sentence_id,en,nl
210,1227999:2,"Then, to top things off, she dropped used silverware on my boyfriend's jacket and did not stop to apologize or clean the mess that was left on clothes. ","Toen, om de zaken te stoppen, liet ze zilverwerk vallen op het jasje van mijn vriend en stopte niet om haar excuses aan te bieden of de troep op kleren schoon te maken."
211,1227999:3,Such a disappointment...,Wat een teleurstelling...
212,1227999:4,"Rude service, medicore food...there are tons of restaurants in NY...stay away from this one","Brutale service, medicore voedsel...er zijn tonnen restaurants in NY...blijf weg van deze"
213,1230993:0,I had a grat time at Jekyll and Hyde!,Ik had een grat tijd bij Jekyll en Hyde!
214,1230993:1,I loved everythig about it-especially the shows and actors.,"Ik hield van alles, vooral de shows en acteurs."
215,1230993:2,Our server was very helpful and friendly.,Onze server was erg behulpzaam en vriendelijk.
216,1230993:3,I am bringing my whole family back next time.,Ik breng mijn hele familie de volgende keer terug.
217,1230993:4,The food was good too.,Het eten was ook goed.
218,1232468:0,The tuna and wasabe potatoes are excellent.,De tonijn en wasabe-aardappelen zijn uitstekend.
219,1232468:1,The outdoor atmosphere of sitting on the sidewalk watching the world go by 50 feet away on 6th avenue on a cool evening was wonderful.,De buitenlucht van het zitten op de stoep kijken hoe de wereld vijftig meter verder gaat op 6th Avenue op een koele avond was geweldig.
220,1232468:2,"Inside is a little cramped, but to be expected.","Binnenin is een beetje krap, maar te verwachten."
221,1232468:3,Service was prompt and courteous.,De service was prompt en beleefd.
222,1232468:4,This was a repeat visit and we'll definitely be back again.,Dit was een herhaald bezoek en we komen zeker weer terug.
223,1241906:0,"Great service, great food.","Goede service, geweldig eten."
224,1241906:1,Prices are in line.,De prijzen zijn in orde.
225,1241906:2,"Compared to other shabu restaurants around town, this places wins hands-down.","Vergeleken met andere Shabu restaurants in de stad, wint deze plek hands-down."
226,1241906:3,But too far east!,Maar te ver naar het oosten!
227,1253117:0,I live a block away and go to Patsy's frequently.,Ik woon hier vlakbij en ga vaak naar Patsy's.
228,1253117:1,"The pizza is delicious - they use fresh mozzarella instead of the cheap, frozen, shredded cheese common to most pizzaria's.","De pizza is heerlijk. Ze gebruiken verse mozzarella in plaats van de goedkope, bevroren, versnipperde kaas die gebruikelijk is voor de meeste pizzaria's."
229,1253117:2,"Two complaints- their appetizer selection stinks, it would be nice to get some mozzarella sticks on the menu.","Twee klachten, hun voorgerecht is slecht, het zou leuk zijn om wat mozzarella sticks op het menu te krijgen."
230,1253117:3,"Also, because it is so thin, it gets cold very quickly and its not that filling.","Ook, omdat het zo dun is, wordt het heel snel koud en is het niet die vulling."
231,1253117:4,So eat fast and order a lot.,Dus eet snel en bestel veel.
232,1253117:5,Wait staff is blantently unappreciative of your business but its the best pie on the UWS!,"Het personeel van de wacht is heel weinig waardering voor uw zaken, maar het is de beste taart op de UWS!"
233,1256373:0,By far the best salad I have had in a fast food restaurant.,De beste salade die ik heb gehad in een fast food restaurant.
234,1256373:1,fine dining restaurant quality.,goede restaurantkwaliteit.
235,1256373:2,Over 100 different choices to create your own.,Meer dan honderd verschillende keuzes om je eigen te maken.
236,1256373:3,A must try!,Ik moet het proberen.
237,1264954:0,"On a recent Sunday afternoon, a friend and I accidently found this great restaurant on our way to see the pulitzer prize winning play DOUBT.","Op een recente zondagmiddag, vonden een vriend en ik per ongeluk dit geweldige restaurant op weg naar de Pulitzer prijs winnende spel DOUBT."
238,1264954:1,"This was the perfect quiet, relaxing, and delicious accompaniment to our afternoon of theater.","Dit was de perfecte rustige, ontspannende en heerlijke begeleiding van onze theatermiddag."
239,1264954:2,"The chicken pot pie is excpetiona, the cheeseburger huge and delictable, and the service professional wan warm.","De kippot taart is Excpetiona, de cheeseburger groot en verrukkelijk, en de professionele wan warm."
240,1264954:3,"With so many poor experiences to be had in the theater district, is truly an excellent find!","Met zo veel slechte ervaringen in het theater district, is echt een uitstekende vondst!"
241,1264954:4,We will return many times for this oasis in mid-town.,We keren vaak terug voor deze oase in het midden van de stad.
242,1269216:0,I grew up on these bagels.,Ik ben op deze bagels opgegroeid.
243,1269216:1,The staff is no nonsense.,Het personeel is geen onzin.
244,1269216:2,The food options rule.,De voedselopties zijn de regel.
245,1269216:3,When I lived upstate for a while I would buy freeze the bagels and they would still be better than any else.,Toen ik een tijdje in het noorden woonde kocht ik bevroren bagels en ze zouden nog steeds beter zijn dan alle andere.
246,1269216:4,Worth visiting the 1st Ave spot because it is the original store.,Het is de moeite waard om de 1e Ave plek te bezoeken omdat het de originele winkel is.
247,1275154:0,I stumbled upon this second floor walk-up two Fridays ago when I was with two friends in town from L.A. ,Ik stuitte twee vrijdagen geleden op een wandeling op de tweede verdieping toen ik met twee vrienden uit L.A. in de stad was.
248,1275154:1,"Being serious sushi lovers, we sat at the sushi bar to be closer to the action.","Als serieuze sushi liefhebbers, zaten we aan de sushi bar om dichter bij de actie te zijn."
249,1275154:2,I asked the chef what he recommends and he asked me if I like Uni. (,Ik vroeg de chef wat hij aanbeveelt en hij vroeg of ik van Uni hou.(EN)
250,1275154:3,"For those of you who don't know, Uni is Sea Urchin in Japanese, which happens to be my favorite.) ","Voor degenen die het niet weten, Uni is Sea Urchin in het Japans, wat toevallig mijn favoriet is.)"
251,1275154:4,"He served me an Uni Hand roll, which I never had before, and let me tell you...IT WAS HEAVEN!","Hij gaf me een Uni Hand rol, die ik nooit eerder had, en laat me je vertellen... Het was de hemel!"
252,1275154:5,"Aside from the Sea Urchin, the chef recommended an assortment of fish including Fatty Yellow Tail, Boton Shrimp, Blue Fin Torro (Fatty Tuna), Sea Eel, etc.","Naast de Sea Urchin, de chef aanbevolen een assortiment van vis, waaronder Fatty Yellow Tail, Boton Shrimp, Blue Fin Torro (Fatty Tuna), Sea Eel, enz."
253,1275154:6,The sake menu should not be overlooked!,Het sake menu mag niet over het hoofd worden gezien!
254,1275154:7,"All in all, this midtown gem instantly became one of my favorite sushi restaurants in the city.",Al met al werd deze edelsteen direct een van mijn favoriete sushi restaurants in de stad.
255,1275154:8,Try the lobster teriyaki and the rose special roll.,Probeer de kreeft teriyaki en de rosse speciale rol.
256,1280166:0,We visited Orsay during NY Restaurant Week and tried their $35 menu.,We bezochten Orsay tijdens NY Restaurant Week en probeerden hun $35 menu.
257,1280166:1,"Service was very good - prompt, attentive and non-intrusive.","Service was zeer goed --prompt, attent en niet-opdringerig."
258,1280166:2,"Food was very good as well, considering that we tried the budget selection (though I wish the pork belly that I ordered was roasted a bit longer, so that fat was more of a melt-in-your-mouth experience).","Voedsel was ook erg goed, gezien het feit dat we geprobeerd de budget selectie (hoewel ik wens dat de varkensbuik die ik besteld had was geroosterd een beetje langer, zodat vet was meer van een smelt-in-je-mond ervaring)."
259,1280166:3,Wine list selection is good and wine-by-the-glass was generously filled to the top.,De keuze van de wijnlijst is goed en de wijn-bij-het-glas werd royaal gevuld aan de top.
260,1280166:4,Traditional French decour was pleasant though the hall was rather noisy - the restaurant was full and we had to raise our voices to be able to maintain a conversation.,"Traditionele Franse decour was aangenaam, hoewel de hal nogal luidruchtig was. Het restaurant was vol en we moesten onze stem verheffen om een gesprek te kunnen onderhouden."
261,1280179:0,"I've been to at Cafe Spice probably 5-8 times, it is probably still the best Indian restaurant around Union Square.","Ik ben in Café Spice geweest, waarschijnlijk vijf-8 keer, het is waarschijnlijk nog steeds het beste Indiase restaurant rond Union Square."
262,1280179:1,"To sum it up: Service varies from good to mediorce, depending on which waiter you get; generally it is just average Ok. ","Samengevat: service varieert van goed tot mediorce, afhankelijk van welke ober je krijgt; over het algemeen is het gewoon gemiddelde Ok."
263,1280179:2,"Seating is always prompt, though the restaurant does fill up in the evening.","Zitting is altijd snel, hoewel het restaurant's avonds wel vol zit."
264,1280179:3,"Food is usually very good, though ocasionally I wondered about freshmess of raw vegatables in side orders.","Voedsel is meestal zeer goed, hoewel ik me soms afvroeg over verse rotzooi van rauwe vegatables in zijbestellingen."
265,1280179:4,"As many other reviewers noticed, your order is often slow to arrive - this is particularly true in the evening but is not a problem during lunch time.","Zoals vele andere critici opmerkten, is uw bestelling vaak traag om aan te komen --dit is vooral waar in de avond, maar is geen probleem tijdens de lunch."
266,1280179:5,"The decor is vibrant and eye-pleasing with several semi-private boths on the right side of the dining hall, which are great for a date.","De inrichting is levendig en oog-prettig met verschillende semi-private boths aan de rechterkant van de eetzaal, die zijn geweldig voor een date."
267,1286916:0,I have NEVER been disappointed in the Red Eye.,Ik ben nooit teleurgesteld geweest in het Rode Oog.
268,1286916:1,"The first time I went, and was completely taken by the live jazz band and atmosphere, I ordered the Lobster Cobb Salad.","De eerste keer dat ik ging, en volledig werd ingenomen door de live jazz band en de sfeer, bestelde ik de kreeft Cobb Salad."
269,1286916:2,I've never ordered anything else from their menu...there's no need to.,Ik heb nog nooit iets anders besteld uit hun menu... dat is niet nodig.
270,1286916:3,It's simply the best meal in NYC.,Het is gewoon de beste maaltijd in NYC.
271,1286916:4,You cannot go wrong at the Red Eye Grill.,Je kunt niet fout gaan in de Red Eye Grill.
272,1287538:0,"If we were to move from the upper east side, we would genuinely miss this restaurant.","Als we van de Upper East Side zouden komen, zouden we dit restaurant echt missen."
273,1287538:1,We've lived in the area for more than 8 years.,We wonen hier al meer dan acht jaar.
274,1287538:2,The restaurant is cute but not upscale.,"Het restaurant is leuk, maar niet luxe."
275,1287538:3,The food is a diamond in rough -- the food is delicious and homemade with the perfect balance of herbs and tomatoes.,Het eten is een ruwe diamant. Het eten is heerlijk en zelfgemaakt met de perfecte balans van kruiden en tomaten.
276,1287538:4,I would highly recommend it.,Ik zou het zeer aanbevelen.
