,sentence_id,en,es
230,1253117:3,"Also, because it is so thin, it gets cold very quickly and its not that filling.","Además, porque es demasiado delgado, se va a enfriar pronto y no es ese tipo de relleno."
231,1253117:4,So eat fast and order a lot.,Come rápido.
232,1253117:5,Wait staff is blantently unappreciative of your business but its the best pie on the UWS!,"¡El camarero no está interesado en su negocio, pero es el mejor pastel de la UWS!"
233,1256373:0,By far the best salad I have had in a fast food restaurant.,La mejor ensalada que he comido en la cafetería.
234,1256373:1,fine dining restaurant quality.,La calidad del restaurante.
235,1256373:2,Over 100 different choices to create your own.,Más de 100 opciones diferentes para crear tu propia.
236,1256373:3,A must try!,¡Tienes que intentarlo!
237,1264954:0,"On a recent Sunday afternoon, a friend and I accidently found this great restaurant on our way to see the pulitzer prize winning play DOUBT.","El domingo pasado por la tarde, un amigo y yo fuimos a ver la película premiada del Premio Pulitzer, suspicacia, y encontramos este maravilloso restaurante."
238,1264954:1,"This was the perfect quiet, relaxing, and delicious accompaniment to our afternoon of theater.","Es un perfecto teatro tranquilo, relajado y delicioso para acompañar por la tarde."
239,1264954:2,"The chicken pot pie is excpetiona, the cheeseburger huge and delictable, and the service professional wan warm.","El pastel de pollo está delicioso, la hamburguesa de queso es grande y está deliciosa, y los profesionales de los servicios la necesitan."
240,1264954:3,"With so many poor experiences to be had in the theater district, is truly an excellent find!","¡Con toda esta pobre experiencia, en el teatro, es un gran hallazgo!"
241,1264954:4,We will return many times for this oasis in mid-town.,Regresaremos varias veces al oasis del Centro.
242,1269216:0,I grew up on these bagels.,Me crié con estos bagels.
243,1269216:1,The staff is no nonsense.,El personal no miente.
244,1269216:2,The food options rule.,Las reglas de selección.
245,1269216:3,When I lived upstate for a while I would buy freeze the bagels and they would still be better than any else.,"Cuando me quede en el norte por un tiempo, compraré bagels congelados, que aún son mejores que cualquier otra cosa."
246,1269216:4,Worth visiting the 1st Ave spot because it is the original store.,Vale la pena ir a la Primera Avenida porque es la tienda original.
247,1275154:0,I stumbled upon this second floor walk-up two Fridays ago when I was with two friends in town from L.A. ,"Hace dos viernes, cuando estaba en la ciudad con dos amigos de los Ángeles, encontré un pasillo en el segundo piso."
248,1275154:1,"Being serious sushi lovers, we sat at the sushi bar to be closer to the action.","Como aficionados serios al sushi, nos sentamos en una tienda de sushi para estar más cerca de la actividad."
249,1275154:2,I asked the chef what he recommends and he asked me if I like Uni. (,Le pregunté al cocinero qué recomendaba y me preguntó si me gustaba la Universidad.:
250,1275154:3,"For those of you who don't know, Uni is Sea Urchin in Japanese, which happens to be my favorite.) ","Para aquellos que no lo saben, Uni es el erizo marino del japonés, que es mi favorito."
251,1275154:4,"He served me an Uni Hand roll, which I never had before, and let me tell you...IT WAS HEAVEN!","¡Me dio un rollo de mano que nunca tuve, y déjame decirte... Que es el paraíso!"
252,1275154:5,"Aside from the Sea Urchin, the chef recommended an assortment of fish including Fatty Yellow Tail, Boton Shrimp, Blue Fin Torro (Fatty Tuna), Sea Eel, etc.","Además del erizo marino, el cocinero recomendó una amplia variedad de especies de peces, entre ellas la cola gorda, el camarón borton, el atún de aleta azul, las anguilas marinas, etc."
253,1275154:6,The sake menu should not be overlooked!,¡El menú Sake no puede ignorarse!
254,1275154:7,"All in all, this midtown gem instantly became one of my favorite sushi restaurants in the city.","En resumen, esta joyería, situada en el Centro de la Ciudad, se convirtió inmediatamente en una de mis tiendas de sushi favoritas de la ciudad."
255,1275154:8,Try the lobster teriyaki and the rose special roll.,Prueba el especial de langosta y rosas asadas.
256,1280166:0,We visited Orsay during NY Restaurant Week and tried their $35 menu.,"Durante la semana del restaurante de Nueva York, visitamos los Juegos Olímpicos y probamos su menú de 35 dólares."
257,1280166:1,"Service was very good - prompt, attentive and non-intrusive.","El servicio es bueno, puntual, atento, sin molestar."
258,1280166:2,"Food was very good as well, considering that we tried the budget selection (though I wish the pork belly that I ordered was roasted a bit longer, so that fat was more of a melt-in-your-mouth experience).","La comida también es buena, teniendo en cuenta que hemos probado las opciones presupuestarias (aunque espero que mi barriga de cerdo se cocine un poco más para que la grasa se parezca más a la experiencia de la entrada instantánea)."
259,1280166:3,Wine list selection is good and wine-by-the-glass was generously filled to the top.,El vino de la hoja de vino fue bien elegido y el de la Copa se preparó generosamente hasta la cima.
260,1280166:4,Traditional French decour was pleasant though the hall was rather noisy - the restaurant was full and we had to raise our voices to be able to maintain a conversation.,"A pesar del ruido en los pasillos, la decoración tradicional francesa es agradable: los restaurantes están abarrotados y tenemos que alzar la voz para mantener la conversación."
261,1280179:0,"I've been to at Cafe Spice probably 5-8 times, it is probably still the best Indian restaurant around Union Square.","He estado en el café de especias unas cinco a ocho veces, y probablemente siga siendo el mejor restaurante indio alrededor de Union Square."
262,1280179:1,"To sum it up: Service varies from good to mediorce, depending on which waiter you get; generally it is just average Ok. ","En resumen: los servicios van de la buena a la media, dependiendo de la camarera que contrate; en general, está bien."
263,1280179:2,"Seating is always prompt, though the restaurant does fill up in the evening.","Los asientos siempre son rápidos, aunque el restaurante está lleno por la noche."
264,1280179:3,"Food is usually very good, though ocasionally I wondered about freshmess of raw vegatables in side orders.","La comida suele ser buena, pero a veces me confundo con las verduras frescas del plato."
265,1280179:4,"As many other reviewers noticed, your order is often slow to arrive - this is particularly true in the evening but is not a problem during lunch time.","Como han observado muchos otros comentaristas, a menudo se tarda en pedir la comida, sobre todo por la noche, pero no es un problema a la hora del almuerzo."
266,1280179:5,"The decor is vibrant and eye-pleasing with several semi-private boths on the right side of the dining hall, which are great for a date.","Hay un par de palos privados a la derecha del restaurante, decorados con energía, hermosos y muy adecuados para una cita."
267,1286916:0,I have NEVER been disappointed in the Red Eye.,Nunca me decepcioné de ojos rojos.
268,1286916:1,"The first time I went, and was completely taken by the live jazz band and atmosphere, I ordered the Lobster Cobb Salad.","La primera vez que fui, me fascinó la banda de jazz en vivo y el ambiente, y pedí ensalada de langosta."
269,1286916:2,I've never ordered anything else from their menu...there's no need to.,Nunca he pedido nada más de su menú... Que no sea necesario.
270,1286916:3,It's simply the best meal in NYC.,Es la mejor comida de Nueva York.
271,1286916:4,You cannot go wrong at the Red Eye Grill.,No te equivocas en la barbacoa de ojos rojos.
272,1287538:0,"If we were to move from the upper east side, we would genuinely miss this restaurant.","Si nos mudamos del Upper East Side, vamos a extrañar este restaurante."
273,1287538:1,We've lived in the area for more than 8 years.,Hemos vivido en esta zona durante más de ocho años.
274,1287538:2,The restaurant is cute but not upscale.,"Este restaurante es lindo, pero no de lujo."
275,1287538:3,The food is a diamond in rough -- the food is delicious and homemade with the perfect balance of herbs and tomatoes.,"La comida es un diamante áspero, delicioso, casero, vainilla y tomate perfectamente equilibrados."
276,1287538:4,I would highly recommend it.,Te recomiendo encarecidamente.
277,1287538:5,It's one of our favorite places to eat in NY.,Es uno de nuestros lugares favoritos en Nueva York.
278,1289424:0,We had a great time at the Jekyll and hyde Pub last night.,Anoche nos divertimos mucho en Jekyll y Hyde 's.
279,1289424:1,We were walking around the village and went into this place just for some drinks.,Caminamos por el pueblo sólo para beber algo.
280,1289424:2,After really enjoying ourselves at the bar we sat down at a table and had dinner.,"Después de pasar un buen rato en el bar, nos sentamos a cenar en una mesa."
281,1289424:3,The server was really cool and served us our food and drinks with a smile.,"Los camareros son realmente geniales, nos dan comida y bebidas sonrientes."
282,1289424:4,The place's decor and hidden bathrooms made for a good laugh.,La decoración de este lugar y los baños ocultos hacen reír a la gente.
283,1289424:5,I highly recommend visiting this restaurant and having dinner and drinks!,¡Le recomiendo encarecidamente que visite este restaurante y disfrute de la cena y las bebidas!
284,1293334:0,"If you are the type of person who likes being scared and entertained, this is a great place to go and eat.","Si eres del tipo que le gusta el miedo y el entretenimiento, este es un buen lugar para comer."
285,1293334:1,"My husband and I thougt it would be great to go to the Jekyll and Hyde Pub for our anniversary, and to our surprise it was fantastic.","Mi esposo y yo pensamos que sería genial ir a Jekyll y Hyde 's para celebrar nuestro aniversario, y nos sorprendió que fuera realmente maravilloso."
